experiment,image,question,answer
exp4_sd15_3050_v3,Byur_00010_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Byur_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00001_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00002_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00003_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00004_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00005_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00006_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00007_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00008_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00009_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Dutt_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Dutt_00010_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Dutt_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00001_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00002_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00003_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00004_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00005_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00006_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00007_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00008_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00009_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gluduk_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gluduk_00010_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gluduk_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00001_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00002_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00003_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00004_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00005_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00006_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00007_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00008_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00009_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Gong_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Gong_00010_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Gong_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00001_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00002_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00003_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00004_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00005_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00006_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00007_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00008_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00009_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,Ting_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,Ting_00010_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,Ting_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00001_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00002_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00003_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00004_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00005_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00006_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00007_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00008_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00009_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp4_sd15_3050_v3,TokTok_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp4_sd15_3050_v3,TokTok_00010_.png,What text is written in the image?,what text is written in the image?
exp4_sd15_3050_v3,TokTok_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00001_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00002_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00003_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00004_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00005_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00006_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00007_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00008_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00009_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Byur_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Byur_00010_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Byur_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00001_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00002_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00003_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00004_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00005_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00006_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00007_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00008_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00009_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Duttt_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Duttt_00010_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Duttt_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00001_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00002_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00003_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00004_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00005_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00006_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00007_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00008_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00009_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gluduk_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gluduk_00010_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gluduk_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00001_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00002_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00002_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00002_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00003_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00003_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00003_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00004_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00004_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00004_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00005_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00005_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00005_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00006_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00006_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00006_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00007_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00007_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00007_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00008_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00008_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00008_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00009_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00009_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00009_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Gongg_00010_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Gongg_00010_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Gongg_00010_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
exp5_sdxl_a6000,Ting_00001_.png,Does the image contain onomatopoeia text?,does the image contain onomatopoeia text?
exp5_sdxl_a6000,Ting_00001_.png,What text is written in the image?,what text is written in the image?
exp5_sdxl_a6000,Ting_00001_.png,What are the dominant colors of the water splash?,what are the dominant colors of the water splash?
